Protein,distance,angle,MTFE,Omega2/Omega1,Frame
puma_scramble_29,0.2,1,-3.0,0.0591170634920634,16800
puma_scramble_29,0.2,1,-2.0,0.1528174603174603,16800
puma_scramble_29,0.2,1,-1.0,0.2113194444444444,16800
puma_scramble_29,0.2,1,-0.5,0.2270436507936508,16800
puma_scramble_29,0.2,1,0.0,0.2406646825396825,16800
puma_scramble_29,0.2,1,0.5,0.2462400793650793,16800
puma_scramble_29,0.2,1,1.0,0.2515972222222222,16800
puma_scramble_29,0.2,1,2.0,0.2601785714285714,16800
puma_scramble_29,0.2,1,3.0,0.2640873015873016,16800
puma_scramble_29,0.5,1,-3.0,0.169672619047619,16800
puma_scramble_29,0.5,1,-2.0,0.2557638888888889,16800
puma_scramble_29,0.5,1,-1.0,0.3150297619047619,16800
puma_scramble_29,0.5,1,-0.5,0.3316269841269841,16800
puma_scramble_29,0.5,1,0.0,0.3462797619047619,16800
puma_scramble_29,0.5,1,0.5,0.3532043650793651,16800
puma_scramble_29,0.5,1,1.0,0.355297619047619,16800
puma_scramble_29,0.5,1,2.0,0.3654166666666666,16800
puma_scramble_29,0.5,1,3.0,0.3693849206349206,16800
puma_scramble_60,0.0,60,-3.0,0.2123593267602828,16735
puma_scramble_60,0.0,60,-2.0,0.244327213479574,16776
puma_scramble_60,0.0,60,-1.0,0.250029719448407,16824
puma_scramble_60,0.0,60,0.0,0.358961404343002,16824
puma_scramble_60,0.0,60,1.0,0.3697495641147567,16824
puma_scramble_60,0.0,60,2.0,0.3760302742114439,16824
puma_scramble_60,0.0,60,3.0,0.3851937708036139,16824
puma_scramble_60,0.0,30,-3.0,0.1123095309232148,16735
puma_scramble_60,0.0,30,-2.0,0.1454955491972659,16776
puma_scramble_60,0.0,30,-1.0,0.1722539229671897,16824
puma_scramble_60,0.0,30,0.0,0.2652757964812173,16824
puma_scramble_60,0.0,30,1.0,0.2797293548898399,16824
puma_scramble_60,0.0,30,2.0,0.2916468537010619,16824
puma_scramble_60,0.0,30,3.0,0.3034851006498653,16824
puma_scramble_60,0.0,1,-3.0,0.0376356936560103,16735
puma_scramble_60,0.0,1,-2.0,0.0481243045620728,16776
puma_scramble_60,0.0,1,-1.0,0.0540596766524013,16824
puma_scramble_60,0.0,1,0.0,0.1114677444919955,16824
puma_scramble_60,0.0,1,1.0,0.1257727056585829,16824
puma_scramble_60,0.0,1,2.0,0.1378388017118402,16824
puma_scramble_60,0.0,1,3.0,0.1462196861626248,16824
puma_scramble_60,0.2,30,-3.0,0.2109650433223782,16735
puma_scramble_60,0.2,30,-2.0,0.2462645048481958,16776
puma_scramble_60,0.2,30,-1.0,0.2648002853067047,16824
puma_scramble_60,0.2,30,0.0,0.3435865430337613,16824
puma_scramble_60,0.2,30,1.0,0.3511848153431605,16824
puma_scramble_60,0.2,30,2.0,0.3594369155175146,16824
puma_scramble_60,0.2,30,3.0,0.3674809795530195,16824
puma_scramble_60,0.2,1,-3.0,0.0602330445174783,16735
puma_scramble_60,0.2,1,-2.0,0.1064914163090128,16776
puma_scramble_60,0.2,1,-1.0,0.1244749564114756,16824
puma_scramble_60,0.2,1,0.0,0.1958016325883658,16824
puma_scramble_60,0.2,1,1.0,0.2118501347281661,16824
puma_scramble_60,0.2,1,2.0,0.2232624029164685,16824
puma_scramble_60,0.2,1,3.0,0.2331986051672214,16824
puma_scramble_60,0.5,1,-3.0,0.1803306443581316,16735
puma_scramble_60,0.5,1,-2.0,0.2449034334763948,16776
puma_scramble_60,0.5,1,-1.0,0.2700408147091456,16824
puma_scramble_60,0.5,1,0.0,0.3280234585512759,16824
puma_scramble_60,0.5,1,1.0,0.3367015374861309,16824
puma_scramble_60,0.5,1,2.0,0.342605801236329,16824
puma_scramble_60,0.5,1,3.0,0.3451220478681249,16824
puma_scramble_62,0.0,60,-3.0,0.1784886140674237,16819
puma_scramble_62,0.0,60,-2.0,0.2937890044576523,16825
puma_scramble_62,0.0,60,-1.0,0.3518925881886643,16820
puma_scramble_62,0.0,60,0.0,0.363201378982406,16824
puma_scramble_62,0.0,60,1.0,0.3499167855444603,16824
puma_scramble_62,0.0,60,2.0,0.3353245363766048,16824
puma_scramble_62,0.0,60,3.0,0.3359189253447456,16824
puma_scramble_62,0.0,30,-3.0,0.2400261608894702,16819
puma_scramble_62,0.0,30,-2.0,0.2898266468548786,16825
puma_scramble_62,0.0,30,-1.0,0.3177566389219183,16820
puma_scramble_62,0.0,30,0.0,0.3103403867490886,16824
puma_scramble_62,0.0,30,1.0,0.2969567284831194,16824
puma_scramble_62,0.0,30,2.0,0.2823941987636709,16824
puma_scramble_62,0.0,30,3.0,0.2781740370898716,16824
puma_scramble_62,0.0,1,-3.0,0.2042134887131617,16819
puma_scramble_62,0.0,1,-2.0,0.21382862803368,16825
puma_scramble_62,0.0,1,-1.0,0.2286563614744352,16820
puma_scramble_62,0.0,1,0.0,0.2138017118402282,16824
puma_scramble_62,0.0,1,1.0,0.2003388017118402,16824
puma_scramble_62,0.0,1,2.0,0.18331946425741,16824
puma_scramble_62,0.0,1,3.0,0.1736705500079252,16824
puma_scramble_62,0.2,30,-3.0,0.3199952434746417,16819
puma_scramble_62,0.2,30,-2.0,0.364507181773155,16825
puma_scramble_62,0.2,30,-1.0,0.3913694015061434,16820
puma_scramble_62,0.2,30,0.0,0.382360516722143,16824
puma_scramble_62,0.2,30,1.0,0.363369789190046,16824
puma_scramble_62,0.2,30,2.0,0.3452211126961483,16824
puma_scramble_62,0.2,30,3.0,0.338940402599461,16824
puma_scramble_62,0.2,1,-3.0,0.3087876805993222,16819
puma_scramble_62,0.2,1,-2.0,0.3123427439326399,16825
puma_scramble_62,0.2,1,-1.0,0.3077784383670234,16820
puma_scramble_62,0.2,1,0.0,0.2849599778094785,16824
puma_scramble_62,0.2,1,1.0,0.2704469805040418,16824
puma_scramble_62,0.2,1,2.0,0.252694563322238,16824
puma_scramble_62,0.2,1,3.0,0.2404699635441433,16824
puma_scramble_62,0.5,1,-3.0,0.4119943714449928,16819
puma_scramble_62,0.5,1,-2.0,0.4031005448241704,16825
puma_scramble_62,0.5,1,-1.0,0.3980182322631787,16820
puma_scramble_62,0.5,1,0.0,0.3716317958472024,16824
puma_scramble_62,0.5,1,1.0,0.3536713425265493,16824
puma_scramble_62,0.5,1,2.0,0.3351065937549532,16824
puma_scramble_62,0.5,1,3.0,0.3216833095577746,16824
puma_scramble_59,0.0,60,-3.0,0.1101767106462221,16826
puma_scramble_59,0.0,60,-2.0,0.0855226660326517,16824
puma_scramble_59,0.0,60,-1.0,0.1570870977967982,16824
puma_scramble_59,0.0,60,0.0,0.1960294816928197,16824
puma_scramble_59,0.0,60,1.0,0.2326339356474877,16824
puma_scramble_59,0.0,60,2.0,0.254210255190997,16824
puma_scramble_59,0.0,60,3.0,0.2812054208273894,16824
puma_scramble_59,0.0,30,-3.0,0.1897460279725821,16826
puma_scramble_59,0.0,30,-2.0,0.116034633063877,16824
puma_scramble_59,0.0,30,-1.0,0.1648240608654303,16824
puma_scramble_59,0.0,30,0.0,0.1955935964495165,16824
puma_scramble_59,0.0,30,1.0,0.2163575844032334,16824
puma_scramble_59,0.0,30,2.0,0.2288793786653986,16824
puma_scramble_59,0.0,30,3.0,0.2487022507528927,16824
puma_scramble_59,0.0,1,-3.0,0.2095071120091921,16826
puma_scramble_59,0.0,1,-2.0,0.1378982406086543,16824
puma_scramble_59,0.0,1,-1.0,0.1545807576478047,16824
puma_scramble_59,0.0,1,0.0,0.1726898082104929,16824
puma_scramble_59,0.0,1,1.0,0.1808329370740212,16824
puma_scramble_59,0.0,1,2.0,0.1872919638611507,16824
puma_scramble_59,0.0,1,3.0,0.1966535901093675,16824
puma_scramble_59,0.2,30,-3.0,0.2620448512223147,16826
puma_scramble_59,0.2,30,-2.0,0.1669836741163417,16824
puma_scramble_59,0.2,30,-1.0,0.2115925661753051,16824
puma_scramble_59,0.2,30,0.0,0.2412624821683309,16824
