Protein,datatype,MTFE,Rs,Sd,Frame,Sequence,length,kappa,FCR,NCPR,Hydrophobicity,Expanding,delta
puma_scramble_13,ee,-2.0,2.6055506455578974,0.107860142633286,16800.0,,,,,,,,
puma_scramble_13,ee,-1.0,2.71197791642808,0.31341101466423,10998.0,,,,,,,,
puma_scramble_13,ee,0.0,3.283830059562709,0.0485913868277618,12005.0,,,,,,,,
puma_scramble_13,ee,1.0,3.713181909854833,0.0350320772425148,14959.0,,,,,,,,
puma_scramble_13,ee,2.0,3.9913765783004815,0.0254053128638217,16800.0,,,,,,,,
puma_scramble_13,ee,3.0,4.169658114023152,0.0191720553912904,16800.0,,,,,,,,
puma_wildfull,ee,-3.0,1.469696167884811,0.2123248868561565,16816.0,,,,,,,,
puma_wildfull,ee,-2.0,1.7399301034940655,0.1590196946443978,16829.0,,,,,,,,
puma_wildfull,ee,-1.0,1.9601537612857165,0.113398014657999,16824.0,,,,,,,,
puma_wildfull,ee,0.0,2.6000259490900675,0.2746292533030595,16824.0,,,,,,,,
puma_wildfull,ee,1.0,3.270353584195594,0.3627635755155894,16824.0,,,,,,,,
puma_wildfull,ee,2.0,4.182605593620711,0.0330699416980041,16824.0,,,,,,,,
puma_wildfull,ee,3.0,4.4646592687601085,0.027560863249614,16824.0,,,,,,,,
puma_scramble_73,ee,-3.0,1.2970394703106032,0.1656895046750612,16834.0,,,,,,,,
puma_scramble_73,ee,-2.0,1.2791684209035954,0.2841581242546289,16828.0,,,,,,,,
puma_scramble_73,ee,-1.0,1.290341472809529,0.1318670814451566,16831.0,,,,,,,,
puma_scramble_73,ee,0.0,2.311348693867808,0.508168053948754,16824.0,,,,,,,,
puma_scramble_73,ee,1.0,3.66143942138608,0.1436438723058535,16824.0,,,,,,,,
puma_scramble_73,ee,2.0,3.823086466215094,0.0328124748950584,16824.0,,,,,,,,
puma_scramble_73,ee,3.0,4.0596999479258455,0.0157259079846498,16824.0,,,,,,,,
puma_scramble_25,ee,-3.0,1.1496749909931705,0.0757434597974993,16800.0,,,,,,,,
puma_scramble_25,ee,-2.0,1.5210900082811714,0.2033320384904665,16800.0,,,,,,,,
puma_scramble_25,ee,-1.0,2.152375302268636,0.3690279879641552,16800.0,,,,,,,,
puma_scramble_25,ee,0.0,3.079265235057544,0.1310588354630944,16800.0,,,,,,,,
puma_scramble_25,ee,1.0,3.2879345464351637,0.0629386860173745,16800.0,,,,,,,,
puma_scramble_25,ee,2.0,3.5342863623318928,0.0126920124578585,16800.0,,,,,,,,
puma_scramble_25,ee,3.0,3.656651477288632,0.0444280562061886,16800.0,,,,,,,,
